dialogue,글자수
"나 요즘 새로 키우는 식물 있거든.
오, 드디어 식물 키우기 시작했어?
근데 이 식물이 말이야, 내가 말 걸어줘야만 잘 자란대.
진짜? 무슨 식물인데?
이름이 '칭찬받는 선인장'이야.
ㅋㅋㅋㅋㅋ 그런 이름이 있어?
응! '오늘도 잘했어'라고 말해줘야 쑥쑥 큰대.
너무 귀엽다.
맞아. 내가 어제 '야, 너 좀 컸다?' 하니까 갑자기 가시가 솟았어.
농담이지?
ㅋㅋㅋ 당연히 농담이지! 그래도 진짜 웃기지 않아?
응, 귀엽고 재밌다.",241
"나 어제 꿈 꿨는데 진짜 웃겼어.
무슨 꿈인데?
내가 신데렐라가 돼서 무도회에 간 거야.
오! 그래서 왕자님 만났어?
아니, 왕자님이 '공주님, 제발 구두 좀 신어보세요!' 하는데, 내 발에 땀이 너무 많아서 구두가 미끄러지더라.
아, 상상만 해도 웃기다.
'왕자님, 잠시만요! 발에 파우더 좀 뿌리고 올게요!' 하면서 화장실로 튀었어.
결국 왕자님이랑은 못 만났겠네.
응, 구두 닦다가 꿈에서 깼어.
진짜 웃기다. 현실적인 신데렐라네.
그러게, 땀 많은 신데렐라라니.",262
"우리 고양이 진짜 웃긴다.
왜? 또 무슨 사고 쳤어?
아니, 내가 폰 보고 있는데 갑자기 내 머리 위로 올라가더니, 폰 화면을 자기 엉덩이로 가리는 거야.
헐, 왜?
내가 자기한테만 집중하라는 시위래.
고양이가? ㅋㅋㅋㅋ
응! 엉덩이로 화면을 가리고 나한테 '야옹' 하는데, 너무 웃겨서 소리 질렀잖아.
진짜 영리하다!
맞아, 요즘 내 폰 배경화면이 고양이 엉덩이야.
ㅋㅋㅋ 귀여워 죽겠다.
그러니까! 진짜 못 말려.",233
"나 얼마 전에 '웃음 치료사' 자격증 땄잖아.
오, 대단하다! 근데 웃음 치료사가 뭐야?
그냥 사람들을 웃게 해주는 사람. 근데 자격증 따는 시험이 진짜 웃겨.
어떻게 웃긴데?
시험관이 나한테 '지금부터 저를 보고 웃기세요' 하더라.
진짜? ㅋㅋㅋㅋㅋ
응! 그래서 내가 '시험관님, 거울 보고 오세요!' 하니까 웃음 치료사 합격.
진짜? ㅋㅋㅋㅋㅋ 야, 너 진짜 천재다.
고마워! 근데 그 시험관님 얼굴이 진짜 웃기긴 했어.
너무 웃기다. 그 분한테 감사하다고 해라.
응, 시험 끝나고 인사하고 왔지.",280
"나 요즘 '아재 개그'에 푹 빠졌잖아.
아재 개그? 그거 재미없지 않아?
아니! 진짜 웃긴 거 많아. 내가 하나 해줄게.
해봐.
세상에서 가장 뜨거운 바다는?
글쎄, 불바다?
아니! 열바다!
에이, 재미없다.
왜! 웃기기만 하구만!
하하, 농담이고! 진짜 웃긴다.",147
"나 어제 헬스장 갔는데 진짜 웃겼어.
왜? 헬스장에서 뭐가 웃긴데?
어떤 아저씨가 러닝머신을 걷다가 갑자기 신나는 노래에 맞춰 춤을 추는 거야.
ㅋㅋㅋ 진짜?
응! '아, 이 노래는 엉덩이를 흔들어야 해!' 하면서.
주변 사람들 다 웃었겠다.
응, 나도 참으려고 했는데 결국 웃음 터져서 기구에서 내려왔어.
너무 웃기다. 그 아저씨가 헬스장 분위기 메이커네.
맞아, 다음에 또 가면 그 아저씨만 찾아보려고.",227
"나 어제 꿈에서 로또 당첨됐잖아.
오! 진짜? 얼마?
1등! 100억!
와, 대박! 근데 왜 표정이 안 좋아?
근데 로또를 어디다 뒀는지 기억이 안 나.
ㅋㅋㅋㅋㅋ 꿈인데도 현실적인 고민을 하네.
맞아, 꿈속에서 이불 속, 서랍, 냉장고 다 뒤져봤는데.
결국 못 찾았어?
응, 못 찾아서 결국 '젠장!' 하고 꿈에서 깼어.
그럼 로또를 찾을 때까지 그 꿈을 계속 꿔야겠네.
그러게, 다음엔 꼭 찾아야지!",225
"나 어제 친구랑 밥 먹다가 진짜 웃겼어.
왜?
친구가 밥 먹다가 갑자기 '아! 나 방금 천재적인 아이디어가 떠올랐어!' 하는 거야.
무슨 아이디어인데?
'배를 숟가락으로 긁어서 먹는 배즙 캔!' 이래.
ㅋㅋㅋ 너무 웃기다.
근데 진짜 진지하게 '특허 내야겠다' 하더라.
진심으로 생각한 거야?
응! 근데 배즙 캔은 이미 있잖아.
맞아, 이미 있지.
그래서 내가 '그건 이미 있어' 하니까 '아, 망했네' 하면서 한숨 쉬는데, 너무 웃겨서 밥을 못 먹었어.",254
"나 어제 마트 갔는데 어떤 할머니가 진짜 웃겼어.
왜? 무슨 일 있었는데?
할머니가 계산대에서 '아이고, 이놈의 아들은 왜 나를 안 낳아주냐!' 하시는 거야.
ㅋㅋㅋ 무슨 소리야?
아마 '왜 나를 낳지 않았냐'를 착각하신 것 같아.
아, '왜 낳았냐'를 '왜 안 낳았냐'로.
응! 근데 '빨리 낳아줘야 손주가 놀러오지' 하시는 거야.
진짜 너무 웃기다.
맞아. 나도 모르게 웃음이 터져서 계산하는 분이 나한테 '천천히 웃으세요' 하더라.",244
"나 오늘 아침에 거울 보는데 너무 웃겼어.
왜? 잠 덜 깼어?
아니, 내 머리가 맘대로 뻗쳐있는 거야.
원래 좀 그렇지 않아?
아니, 근데 오늘은 진짜 심했어. 한쪽은 삐죽 서 있고, 다른 쪽은 옆으로 누워 있고.
마치 자유분방한 예술가처럼.
맞아! 그래서 내가 '머리야, 우리 좀 타협하자' 하고 거울에 대고 말했어.
ㅋㅋㅋ 결국 말 안 들었지?
응, '나는 오늘 이대로 살겠다'고 외치는 것 같았어.
너무 웃기다. 그냥 모자 쓰고 나와.
그럴까? 근데 머리가 모자 안으로 다 안 들어가.",274
"나 요즘 요리 배우고 있잖아.
오, 대단하다! 근데 요리 잘하고 있어?
아니, 망했어. 어제 비빔밥을 만들었는데, 밥을 너무 많이 넣어서 양푼이 꽉 찼어.
그럼 비빔밥이 아니라 비빔밥 산이네.
맞아! 숟가락으로 비비는데 밥알이 사방으로 튀는 거야.
그걸 다 먹었어?
아니, 한 숟가락 먹고 '아, 이건 내 몫이 아니구나' 하고 그냥 다 버렸어.
너무 웃기다. 비빔밥이 아니라 밥과의 전쟁이었네.
맞아. 다음에는 그냥 밥을 조금만 넣어야겠어.",246
"나 어제 친구랑 술 마시다가 엄청 웃었어.
왜? 무슨 일 있었는데?
친구가 '나는 사실 노래방 가면 점수를 100점만 맞거든' 하는 거야.
진짜? 대단하다!
그래서 내가 '어떻게 100점만 맞아?' 하니까 '아니, 그냥 100점만 나오게 불러' 하더라.
ㅋㅋㅋ 무슨 소리야 그게.
응! 그래서 내가 '그게 무슨 말이야' 하니까 '그냥 100점을 부르면 100점 나오지' 하더라.",211
"나 얼마 전에 '심리학' 책을 읽었거든.
오, 갑자기?
응, 근데 책에 이런 내용이 있더라. '사람들은 자신의 웃는 모습이 가장 예쁘다고 생각한다'.
오, 그럴 수도 있지.
그래서 내가 거울 보면서 웃어봤거든.
근데?
그랬더니 책이 나한테 '농담입니다' 하고 사라지는 꿈을 꿨어.
ㅋㅋㅋㅋㅋ 진짜 웃기다. 책이 말을 해?
응! '고객님, 잠시만요! 저희 책은 거짓말을 합니다!' 하면서 사라졌어.
진짜 말도 안 되는 꿈이다.
그러니까! 꿈에서도 놀림당하다니!",256
"나 어제 밤에 잠이 안 와서 거실에 앉아 있었거든.
근데?
우리 강아지가 자다가 갑자기 '푸핫!' 하고 웃는 소리를 내는 거야.
강아지가 웃어? ㅋㅋㅋ
응! 근데 너무 크게 웃어서 나도 모르게 '야, 너 뭘 그렇게 보고 웃냐?' 하고 물어봤어.
강아지한테? ㅋㅋㅋ
응! 그랬더니 '크크크' 소리 내면서 꼬리를 흔들더라.
진짜 너무 귀엽다.
맞아. 무슨 좋은 꿈을 꿨나 봐.",208
"나 어제 택시 탔는데 진짜 웃겼어.
왜? 기사님이 개그맨이셨어?
아니, 기사님이 '손님, 제가 지금 운전 중인데, 제 말 믿으셔야 합니다' 하면서 갑자기 길을 꺾는 거야.
왜? 무슨 일인데?
'여기가 바로 손님을 웃게 해줄 지름길입니다' 하는 거야.
ㅋㅋㅋ 그래서 웃었어?
응, 그랬더니 '휴, 드디어 웃으시네요' 하면서 '저, 사실 개그맨 지망생입니다' 하더라.
진짜? 대박!
응! 그래서 내가 '여기서 우회전하시면 대박 나실 겁니다' 하니까 '하하하!' 하면서 웃으셨어.",265
"나 어제 친구랑 밥 먹으러 갔는데, 친구가 주문을 하다가 빵 터졌어.
왜?
친구가 '여기 삼겹살 2인분이랑, 그리고...' 하더니 '사장님, 여기 불판 좀 웃겨주세요' 하는 거야.
ㅋㅋㅋ 왜 그랬대?
아마 '불판 좀 달궈주세요'를 잘못 말한 것 같아.
아! '달궈주세요'를 '웃겨주세요'로? ㅋㅋㅋ
응! 사장님도 당황하시다가 '아, 네 손님! 제가 한번 웃겨 보겠습니다!' 하면서 불을 엄청 세게 틀어주셨어.
너무 웃기다. 불판이 웃는 걸 상상했나 봐.
맞아. 그래서 밥 먹는 내내 웃었어.",274
"나 요즘 '개그콘서트' 다시 보고 있잖아.
오, 추억의 개콘!
응, 근데 진짜 웃긴 게 많더라.
어떤 코너가 제일 재밌는데?
'황해' 코너! 보이스피싱 하는 거 진짜 웃겨.
아, 그거! '아니요, 고객님! 이건 고객님을 위한 코미디입니다!' 하는 거.
맞아! 그래서 내가 어제 친구한테 '아니요, 고객님! 이것은 고객님을 위한 유머입니다!' 하고 문자를 보냈더니, 답장이 없더라.
왜?
알고 보니 걔가 지금 보이스피싱 당하는 중이었대.
헐, 진짜?
응! 근데 내가 보낸 문자 보고 웃겨서 '웃다가 정신 차렸습니다' 하더라.",292
"나 어제 친구 집에서 영화 보는데, 친구가 갑자기 '야, 나 햄버거 먹고 싶어!' 하는 거야.
그래서 햄버거 시켰어?
응! 근데 친구가 햄버거 먹다가 '야, 나 갑자기 아이디어가 떠올랐어!' 하는 거야.
뭔데?
'햄버거 안에다가 밥을 넣어서 햄밥을 만들자!'래.
ㅋㅋㅋ 너무 웃기다.
근데 진짜 진지하게 '그럼 햄밥 안에는 뭐가 들어가야 할까?' 하더라.
그래서 뭐라고 했어?
'그럼 햄밥 안에는 햄버거가 들어가야지' 했더니 '아, 그럼 햄밥버거잖아!' 하더라.",258
"나 어제 친구랑 노래방 갔는데, 친구가 진짜 웃겼어.
왜? 노래를 못 불러?
아니, 노래를 부르는데 갑자기 '아, 이 노래는 너무 슬퍼! 다음 곡은 발라드 말고 신나는 걸로!' 하더라.
왜?
알고 보니 걔가 '로봇' 이라는 노래를 부르는데, 로봇이 슬퍼 보여서.
ㅋㅋㅋ 무슨 로봇이 슬퍼 보여.
응! '로봇은 감정이 없는데 왜 이리 슬퍼 보이지?' 하면서.
너무 웃기다. 진짜 감성적이다.
맞아, 그래서 내가 '로봇은 슬플 때 춤을 춰!' 하니까, 갑자기 로봇춤 추더라.",263
"나 어제 길 가다가 횡단보도 앞에서 어떤 할아버지가 멈춰 서 계시길래, 내가 '할아버지, 건너세요!' 하고 말했거든.
응.
그랬더니 할아버지가 나한테 '아, 젊은이. 나는 횡단보도를 건너는 게 아니라, 횡단보도와 밀당하는 중이야' 하시는 거야.
ㅋㅋㅋ 무슨 소리야.
그래서 내가 '할아버지, 밀당은 젊을 때 하셔야죠' 하니까 '젊을 때 못해서 지금 하는 거야' 하더라.
너무 웃기다.
맞아, 그래서 내가 '할아버지, 제가 건너드릴게요' 하고 팔짱 끼고 건너드렸어.",259
"나 어제 친구랑 밥 먹는데, 친구가 갑자기 밥 먹다가 울기 시작했어.
왜? 무슨 일 있었어?
아니, 내가 '야, 너 왜 울어?' 하니까 '아니, 밥이 너무 맛있어서 눈물이 나' 하더라.
ㅋㅋㅋ 진짜?
응! '이렇게 맛있는 밥을 이제야 알다니' 하면서 엉엉 우는데, 너무 웃겨서 밥을 못 먹었어.
진짜 웃기다. 밥이 얼마나 맛있었으면.
맞아, 밥 먹다가 감동 받기는 처음 봤어.",210
"나 어제 친구랑 '숨바꼭질' 하자고 했거든.
어? 성인이 숨바꼭질을?
응! 근데 내가 술래가 돼서 숨어 있는 친구를 찾아야 했어.
그래서 찾았어?
아니, 친구가 숨어있는 곳이 너무 웃겼어.
어디?
화장실 변기 안에 숨어 있었어.
ㅋㅋㅋ 진짜? 변기 안에?
응! '변기 안에서 숨어 있으면 아무도 못 찾을 거야!' 하더라.
냄새는 어떻게 하고?
그래서 내가 '야, 너 냄새나' 하니까 '냄새가 나야 나를 못 찾지!' 하더라.",236
"나 어제 친구랑 공원 산책하다가 진짜 웃겼어.
왜?
친구가 갑자기 '야, 저기 있는 돌멩이 좀 봐' 하는 거야.
왜?
'저 돌멩이, 오늘따라 유독 잘생겨 보이지 않아?' 하더라.
ㅋㅋㅋ 무슨 소리야.
그래서 내가 '야, 돌멩이가 잘생겨 보이냐?' 하니까 '응, 왠지 모르게 나한테 '안녕' 하고 인사할 것 같아' 하더라.
진짜 웃기다. 돌멩이랑 인사하다니.
맞아. 그래서 내가 '그럼 나도 인사해볼까?' 하고 '안녕, 돌멩아!' 하니까 친구가 '야, 돌멩이한테 말 걸지 마!' 하더라.",271
"이번 여름휴가 어디 갈지 정했어?
아니, 아직 못 정했어. 너는?
난 제주도 가려고!
오, 좋다. 제주도 어디 가는데?
서쪽이랑 동쪽 다 돌아다니면서 바다 구경 실컷 하려고.
나도 작년에 제주도 갔었는데 진짜 좋았어.
맞아, 갈 때마다 새로운 곳이 생기더라.
맛집도 많고. 진짜 기대된다.
맞아, 벌써 설레!
나도 가고 싶다.
같이 갈래?
음, 다음 기회에! 재밌게 놀고 와.",210
"어제 보라카이 여행 영상 봤는데, 진짜 예쁘더라.
맞아, 나도 보고 완전 반했잖아.
와, 바다가 어쩜 그렇게 맑고 투명할 수 있지?
그러게, 진짜 천국 같았어.
우리도 언젠가 꼭 가보자.
좋아! 돈 열심히 모으자.
응, 가서 맛있는 것도 많이 먹고.
맞아. 근데 물가는 좀 비싸겠지?
그래도 한 번쯤은 가볼 만한 것 같아.
그래, 꼭 가자!
응, 꼭 가자.",199
"나 다음 달에 부산 여행 가려고.
오, 부산! 나도 부산 좋아하는데.
추천해 줄 만한 곳 있어?
해운대랑 광안리는 필수고, 감천문화마을도 좋아.
아, 감천문화마을! 거기 사진 찍기 좋지?
맞아, 인생샷 건질 수 있어.
그리고 해산물 시장도 꼭 가봐.
응, 가서 회 실컷 먹어야지.
좋은 여행 될 거야!
고마워! 기대된다.
맛있는 거 많이 먹고 와.",194
"이번에 일본 여행 다녀왔는데, 너무 좋았어.
오, 일본 어디 갔다 왔어?
도쿄랑 오사카!
어때? 재밌었어?
응, 특히 디즈니랜드가 진짜 좋았어.
와, 나도 디즈니랜드 가보고 싶다.
밤에 불꽃놀이 할 때 진짜 예뻐.
오사카는 어땠어?
오사카는 먹을 게 너무 많더라.
나도 다음에 일본 여행 가면 꼭 디즈니랜드 가봐야겠다.
응, 후회 안 할 거야.",192
"나 이번 주말에 혼자 강릉 여행 가려고.
오, 멋지다. 혼자 여행은 처음이야?
응, 처음인데 좀 설레기도 하고 떨리기도 해.
혼자 가면 오히려 더 자유롭고 편해.
맞아. 내가 가고 싶은 곳만 갈 수 있으니까.
강릉 가서 뭐 할 건데?
바다 보면서 커피 마시고, 맛집도 찾아다니고.
좋은 시간 보내고 와.
응, 고마워! 사진 많이 찍어올게.
기대하고 있을게!",199
"나 이번에 유럽 여행 가려고!
와, 대박! 어디 가는데?
이탈리아랑 스위스 가려고!
와, 부럽다.
나도 지금 엄청 설레.
피렌체랑 베네치아 꼭 가봐.
응, 꼭 가볼게!
스위스 풍경은 진짜 최고야.
진짜? 기대된다.
안전하게 잘 다녀와!
고마워!",136
"작년에 갔던 경주 여행이 아직도 기억에 남는다.
맞아, 우리 그때 자전거 타고 돌아다녔었지.
응, 첨성대 앞에서 찍은 사진 아직도 있어.
그때 벚꽃이 진짜 예쁘게 폈었지.
맞아. 벚꽃 보러 다시 가고 싶다.
가자! 이번 봄에.
좋아! 다시 가서 그때 그 감성 느끼고 싶다.
응, 맛있는 것도 많이 먹고.
이번에는 떡갈비 먹으러 가자.
좋아!",190
"나 얼마 전에 대만 여행 다녀왔거든.
오, 대만! 어땠어?
진짜 좋았어! 특히 야시장이 최고였어.
야시장? 뭐 먹었는데?
땅콩 아이스크림이랑 지파이 먹었는데, 진짜 맛있었어.
와, 나도 가보고 싶다.
음식도 맛있고 사람들도 친절해.
가볼 만한 곳 추천해 줄 만한 곳 있어?
지우펀이랑 스펀!
응, 꼭 가볼게. 좋은 여행이었겠다.",183
"우리 다음 여행은 어디로 갈까?
음, 동남아는 어때?
좋지! 따뜻한 나라!
태국이나 베트남은?
태국은 맛있는 게 너무 많을 것 같아.
맞아! 팟타이랑 쏨땀!
배고프다, 갑자기.
우리 태국 가자! 가서 맛있는 거 다 먹고 오자.
좋아, 계획 세워보자!
응, 기대된다.",148
"이번 겨울에 해외여행 갈까?
음, 겨울이니까 따뜻한 나라로.
동남아는 좀 그렇고, 하와이는 어때?
와, 하와이! 너무 좋지!
근데 비행기 값이 너무 비싸겠지?
그래도 한 번쯤은 가볼 만한 것 같아.
맞아, 언제 또 가보겠어.
하와이 가서 서핑도 배우고 싶다.
좋아, 하와이로 가자!
응, 돈 열심히 모아야겠다.",173
"나 어제 경주 여행 영상 봤는데 진짜 좋더라.
경주? 또 가고 싶어?
응, 벚꽃 필 때 다시 가고 싶어.
우리 벚꽃 구경 갔었을 때 진짜 예뻤지.
맞아. 그때 찍은 사진 아직도 있어.
나도! 그때 찍은 사진 보니까 다시 가고 싶다.
응, 이번 봄에 같이 갈래?
좋아! 이번엔 한옥 숙소에서 묵자.
그것도 좋겠다!
그럼 이번 봄에 경주 가자!",190
"나 이번에 스페인 여행 가려고.
와, 스페인! 너무 멋지다!
응, 지금 엄청 설레.
바르셀로나랑 마드리드 다 가?
응, 다 가려고.
가우디 건축물 꼭 보고 와.
응, 꼭 볼 거야!
그리고 스페인 음식도 맛있잖아.
맞아! 빠에야랑 하몽!
맛있는 거 많이 먹고 와.
응, 고마워! 잘 다녀올게.",162
"이번 휴가 때 가족이랑 캠핑 가려고.
오, 캠핑! 재밌겠다.
응, 계곡 옆에서 고기 구워 먹으려고.
와, 상상만 해도 좋다.
맞아! 모닥불 피워놓고 앉아서 얘기하는 것도 좋고.
나도 캠핑 가고 싶다.
같이 갈래?
음, 다음 기회에!
아쉽네.
그래도 좋은 시간 보내고 와.",151
"나 이번에 남이섬 여행 다녀왔거든.
오, 남이섬! 어땠어?
진짜 좋았어! 특히 메타세콰이어 길이 최고였어.
아, 거기! 사진 찍기 진짜 좋지.
맞아! 인생샷 건질 수 있어.
근데 배 타고 들어가는 거 좀 무섭지 않아?
아니! 바람 맞으면서 가는 것도 재밌더라.
나도 다음에 꼭 가봐야겠다.
응, 꼭 가봐! 후회 안 할 거야.
알았어!",186
"나 이번에 강릉 여행 다녀왔는데, 커피가 진짜 맛있었어.
오, 강릉 커피거리?
응, 거기서 유명한 카페들 다 가봤지.
어디가 제일 맛있었어?
'박이추 커피'랑 '안목 해변'에 있는 카페.
나도 다음에 강릉 가면 꼭 가봐야겠다.
응, 꼭 가봐! 분위기도 좋고.
나도 커피 좋아하는데.
좋은 정보 고마워!
천만에!",173
"나 다음 달에 친구들이랑 글램핑 가기로 했어.
오, 글램핑! 재밌겠다.
응, 텐트도 다 쳐져 있고, 음식도 다 준비해 줘.
와, 편하겠다.
맞아. 그냥 몸만 가면 돼.
어디로 가는데?
가평에 있는 곳으로 가기로 했어.
가평이면 계곡도 있지 않아?
응, 계곡도 있어서 물놀이도 할 수 있어.
좋은 시간 보내고 와.
고마워!",179
"나 다음 주에 혼자서 속초 여행 가려고.
오, 혼자 여행! 멋지다.
응, 바다 보면서 맛있는 거 먹고 싶어서.
속초에 맛있는 거 많지.
응! 닭강정이랑 오징어순대!
아, 배고프다.
나도 벌써부터 설레.
좋은 시간 보내고 와.
응, 고마워!",133
"나 이번에 여수 여행 다녀왔거든.
오, 여수! 밤바다 보러 갔어?
응! 진짜 너무 예뻤어.
사진 찍어서 보내줘.
응, 보내줄게.
여수 음식도 맛있지 않아?
응, 게장 백반이랑 서대회무침!
와, 상상만 해도 군침 돈다.
좋은 여행이었겠다.
맞아!",136
"나 다음 달에 대구 여행 가려고.
오, 대구! 왜?
음, 그냥 대구에 있는 친구 보러.
대구에 맛있는 거 많지 않아?
응, 납작만두랑 막창!
와, 진짜 맛있겠다.
좋은 시간 보내고 와.
응, 고마워!",111
"나 이번에 제주도 여행 다녀왔는데, 감귤밭이 진짜 좋았어.
오, 감귤 따기 체험?
응! 감귤도 맛있고, 사진도 예쁘게 나와.
나도 다음에 제주도 가면 꼭 해봐야겠다.
응, 꼭 해봐!
감귤밭에서 사진 찍은 거 보여줘.
응, 보여줄게!",129
"나 이번에 통영 여행 다녀왔는데, 루지가 진짜 재밌었어.
오, 루지! 나도 타보고 싶다.
응, 스릴 있고 재밌어.
근데 좀 무섭지 않아?
아니, 하나도 안 무서워!
통영에 다른 볼거리도 있어?
응! 동피랑 마을이랑 서피랑 마을!
좋은 여행이었겠다.
맞아!",142
"나 이번에 전주 여행 다녀왔는데, 한복 입고 사진 찍은 거 진짜 재밌었어.
오, 한복! 잘 어울렸겠다.
응, 다들 잘 어울린다고 해줘서 기분 좋았어.
전주 음식도 맛있지 않아?
응, 비빔밥이랑 콩나물국밥!
와, 상상만 해도 배고프다.
좋은 여행이었겠다.
맞아!",145
"나 이번에 부산 여행 다녀왔는데, 깡통시장 먹거리가 진짜 최고였어.
오, 깡통시장! 나도 가보고 싶다.
씨앗호떡이랑 물떡!
와, 진짜 맛있겠다.
응, 특히 물떡은 꼭 먹어봐야 해.
나도 다음에 부산 가면 꼭 가봐야겠다.
응, 후회 안 할 거야.",136
"나 이번에 포항 여행 다녀왔는데, 호미곶이 진짜 좋았어.
오, 호미곶! 상생의 손?
응, 상생의 손 앞에서 사진 찍었지.
바다도 예쁘고.
맞아. 그리고 포항 물회도 진짜 맛있었어.
와, 나도 물회 좋아하는데.
좋은 여행이었겠다.
맞아!",131
"나 이번에 강원도 여행 다녀왔는데, 계곡이 진짜 좋았어.
오, 계곡! 시원했겠다.
응, 물도 맑고, 발 담그고 있으니까 너무 좋더라.
어디 계곡 갔어?
정선에 있는 계곡!
나도 다음에는 계곡으로 여행 가야겠다.
응, 후회 안 할 거야.",131
"뉴스 보니까, 이번에 인공지능이 그린 그림이 미술대회에서 1등 했다더라.
와, 진짜? AI가 이제 그림까지 그리네.
응, 심지어 사람이 그린 거랑 구별도 못할 정도래.
점점 더 똑똑해지는 것 같아. 신기하다.
맞아, 미래에는 AI가 못하는 게 없을 것 같아.
그럼 화가 직업은 없어지는 건가?
아니, 오히려 AI를 활용하는 새로운 직업이 생기지 않을까?
그럴 수도 있겠다. 진짜 흥미롭다.
응, 기술 발전이 빠르다는 게 느껴져.",239
"어제 뉴스에서 로봇이 수술하는 거 봤어?
응, 봤어! 진짜 정교하게 하더라.
사람보다 더 정확하게 한다고 하더라고.
와, 의사들도 로봇이랑 같이 일하는 시대가 오겠네.
맞아, 로봇이 보조 역할을 잘 해줄 것 같아.
그럼 수술 성공률이 더 높아지려나?
그럴 가능성이 크겠지. 진짜 세상 좋아졌다.
그러게, 과학 기술 발전이 대단하다.
응, 신기해.",193
"뉴스 보니까, 이번에 우주여행 상품이 나왔대.
와, 진짜? 우리도 이제 우주 갈 수 있는 거야?
응! 근데 아직은 가격이 좀 비싸더라.
그래도 언젠가는 우리도 갈 수 있겠지?
그렇겠지. 그때를 위해 돈 열심히 모아야겠다.
맞아! 우주에서 지구 보면 진짜 멋있을 것 같아.
나도! 상상만 해도 설레.
빨리 그날이 왔으면 좋겠다.
응, 나도!",189
"요즘 뉴스에서 자율주행차 얘기 많이 나오더라.
응, 이제 진짜 상용화될 때가 온 것 같아.
운전 안 하고 그냥 편하게 앉아 있으면 되니까 너무 좋겠다.
맞아, 운전하면서 딴짓도 할 수 있고.
근데 좀 무섭지 않아? 혹시 사고라도 나면.
아직은 기술이 완벽하지 않아서 그렇지, 점점 더 안전해질 거야.
그렇겠지? 그래도 아직은 좀 불안하다.
응, 나도. 근데 미래에는 진짜 편할 것 같아.",216
"뉴스 보니까, 이번에 환경 보호를 위해 플라스틱 사용을 줄이기로 했다더라.
응, 잘된 일인 것 같아.
맞아, 플라스틱 쓰레기가 너무 많았잖아.
종이 빨대나 텀블러 같은 거 많이 쓰면 좋겠어.
응, 우리도 같이 노력하자.
플라스틱 줄이면 환경이 더 깨끗해지겠지?
그럼! 좋은 변화가 올 거야.
그래, 나부터 실천해야겠다.
응, 나도.",185
"뉴스 보니까, 이번에 한류 드라마가 해외에서 엄청 흥행했대.
어떤 드라마?
'사랑의 불시착'. 해외 팬들이 엄청 많아졌대.
와, 진짜 대단하다.
맞아, 한국 드라마가 이렇게 인기가 많아질 줄 몰랐어.
배우들 연기도 좋았고, 내용도 재밌었으니까.
응, 나도 보면서 되게 감동받았거든.
한국 문화가 전 세계로 퍼져나가는 것 같아서 뿌듯해.
맞아, 진짜 자랑스럽다.",201
"뉴스 보니까, 이번에 월드컵에서 우리나라가 이겼잖아!
응, 봤어! 진짜 소름 돋았어.
와, 선수들 진짜 열심히 뛰더라.
맞아, 마지막까지 포기하지 않는 모습이 멋있었어.
온 국민이 다 같이 응원해서 더 좋았던 것 같아.
응, 나도 응원하면서 목이 다 쉬었어.
진짜 축구 보면서 이렇게 기분 좋은 건 처음이야.
맞아, 좋은 추억 만들어줘서 고마워.
응, 너무 기뻤어.",204
"뉴스 보니까, 이번에 '메타버스'가 유행이래.
메타버스? 그게 뭐야?
가상현실에서 사람들과 소통하는 건데, 거기서 옷도 사고, 공연도 보고.
와, 진짜 신기하다!
응, 내가 만든 캐릭터로 다른 사람들과 만날 수 있대.
그럼 현실에서 못 만나는 사람들도 만날 수 있겠네?
맞아, 진짜 재밌을 것 같아.
나도 메타버스 한번 해봐야겠다.
응, 같이 할래?",195
"뉴스 보니까, 이번에 전기차 보급률이 엄청 늘었다더라.
응, 이제 전기차가 대세인 것 같아.
전기차는 소음도 없고, 매연도 없어서 좋겠다.
맞아, 환경에도 좋고.
근데 충전하는 게 좀 귀찮지 않을까?
요즘은 충전소도 많이 생겨서 괜찮대.
아, 그렇구나. 나도 다음 차는 전기차로 사야겠다.
응, 좋은 생각인 것 같아.",177
"뉴스 보니까, 이번에 K-POP 아이돌이 빌보드 차트 1위 했다더라.
와, 진짜 대단하다!
응, 전 세계가 한국 음악에 빠진 것 같아.
맞아, 나도 요즘 K-POP만 들어.
노래도 좋고, 퍼포먼스도 최고잖아.
응, 진짜 자랑스럽다.
어떤 아이돌이야?
'BTS'! 역시 BTS.",154
"뉴스 보니까, 이번에 반려동물 등록제가 의무화됐다더라.
응, 잘된 것 같아.
맞아, 반려동물 유기하는 사람들이 너무 많았잖아.
등록하면 잃어버렸을 때도 쉽게 찾을 수 있고.
응, 동물들이 더 안전하게 지낼 수 있겠지.
맞아, 좋은 제도인 것 같아.
우리 강아지도 등록해야겠다.
응, 꼭 해.",162
"뉴스 보니까, 이번에 달에 착륙한 탐사선이 물을 발견했대.
와, 진짜? 그럼 달에도 생명체가 살 수 있는 거야?
가능성이 있지 않을까?
진짜 신기하다.
맞아, 우주에 대한 연구가 더 활발해지겠네.
나도 우주에 대해 더 알아보고 싶다.
응, 나도!",137
"뉴스 보니까, 이번에 새로운 백신이 개발됐다더라.
오, 진짜? 다행이다.
응, 효과도 좋고 부작용도 거의 없대.
그럼 이제 좀 안심하고 다닐 수 있겠다.
맞아, 다행이야.
과학 기술 발전이 빠르다는 게 느껴져.
응, 진짜 좋다.",127
