"dialogue","글자수"
"문화생활 좀 하세요?
네, 가끔이요.
어떤 문화생활을 좋아하세요?
영화 보는 거 좋아해요.
아, 저도 좋아해요.
정말요?
네.
최근에 본 영화 중에 어떤 게 제일 좋았어요?
'범죄도시' 시리즈요.
아, 저도 재미있게 봤어요.
정말요?
네.
혹시 영화 보러 가실래요?
네? 저랑요?
네.
저는 괜찮습니다.
왜요?
그냥... 혼자 보는 게 편해서요.
그렇군요.
네.
그래도 같이 보면 더 좋지 않을까요?
글쎄요.","228"
"클라우드 기술에 대해 어떻게 생각하세요?
글쎄요... 잘 모르겠어요.
아니, 정말 모르세요?
네.
아니, 요즘 시대에 클라우드를 모르면...
왜요?
그냥요.
뭐, 웃어요?
아니, 그냥...","105"
"문화생활 좀 하세요?
네, 가끔이요.
어떤 문화생활을 즐기세요?
연극이나 뮤지컬이요.
저도 좋아해요.
정말요?
네.
어떤 작품 좋아하세요?
최근에 본 '헤드윅'이요.
저도 보고 싶었는데.
정말 재미있어요.
어떤 점이 좋았어요?
배우들 연기도 좋고, 노래도 좋았어요.","148"
"요즘 경제가 너무 힘들죠.
그러게요, 걱정이에요.
특히 자영업자들이 많이 힘들다고 해요.
맞아요. 뉴스에서 봤어요.
저희도 영향을 많이 받아요.
정말요?
네. 소비 심리가 얼어붙었으니까요.
아, 그렇군요.
빨리 좋아졌으면 좋겠어요.
저도 그렇게 생각해요.
언제쯤 괜찮아질까요?
글쎄요. 정부 정책을 지켜봐야죠.
네, 희망을 잃지 말아야겠어요.
네.","194"
"인생의 의미는 무엇일까요?
글쎄요, 어려운 질문이네요.
혹시 어떻게 생각하세요?
저는 아직 잘 모르겠어요.
그럼에도 불구하고 살아가야겠죠.
네, 그럼요.
혹시 철학 공부하세요?
아니요. 그냥 궁금해서요.
그렇군요. 저도 가끔 그런 생각을 해요.
그렇죠?
네.
철학자들은 어떻게 생각할까요?","161"
"요즘 농사일은 어떠세요?
힘들어요.
왜요?
날씨가 안 좋아서요.
아, 그렇군요.
네. 비가 너무 많이 와서.
농작물에 피해가 많겠어요.
네. 그래서 걱정이에요.
힘내세요.
네, 감사합니다.
그래도 희망을 잃지 마세요.
네.","124"
"요즘 경제가 너무 어렵죠?
네, 그렇죠.
다들 힘들어하는 것 같아요.
맞아요.
특히 물가가 너무 많이 올랐어요.
네, 장 볼 때마다 깜짝 놀라요.
월급은 그대로인데.
그러게요.
이럴 때는 어떻게 해야 할까요?
글쎄요. 아끼는 수밖에요.
그게 답이겠죠?
네.","143"
"인생은 무엇이라고 생각하세요?
음...
너무 어려운 질문인가요?
아니요. 그냥 생각하고 있었어요.
혹시 생각나는 게 있으세요?
저는 인생은 여행이라고 생각해요.
왜요?
목적지에 도착하는 게 중요한 게 아니라, 여행하는 과정 자체가 중요하니까요.
와, 멋진데요?
하하, 감사합니다.
그럼 인생의 목적지는 어디일까요?
글쎄요. 그건 사람마다 다르겠죠?
그렇군요.","200"
"농사일은 힘드시죠?
네, 힘들어요.
어떤 점이 제일 힘드세요?
날씨에 따라 수확량이 달라지는 게요.
아, 그렇군요.
네. 예측할 수 없으니까.
그래도 보람은 있으시죠?
네, 그럼요.
농작물이 잘 자랄 때 보람을 느껴요.
멋지시네요.
하하, 감사합니다.","140"
"경제 상황이 너무 안 좋죠?
네, 그렇죠.
언제쯤 좋아질까요?
글쎄요, 잘 모르겠어요.
걱정이에요.
네.
저도 요즘 지출을 줄이려고 노력하고 있어요.
저도요.
다들 그런 것 같아요.
네.
그래도 희망을 잃지 말아요.
네, 그럼요.","128"
"인생의 의미는 무엇일까요?
글쎄요.
혹시 생각해보신 적 있으세요?
네, 있어요.
어떻게 생각하세요?
저는 아직 잘 모르겠어요.
그럼에도 불구하고 살아가야겠죠.
네.
혹시 철학 공부하세요?
아니요.
그냥 궁금해서요.
그렇군요.","125"
"사회, 키보드, 건강에 대한 대화 9개를 생성합니다. 각 대화는 15-19턴, 200-249자 길이로 구성되며, 트럭 기사/인턴/손주와 수의사/의사/멘티 간에 열정적으로, 품위있게, 격앙되게 대화하는 톤으로 진행됩니다.","122"
"요즘 뉴스 보면 사회 문제가 정말 심각한 것 같아요.
네, 동의합니다. 특히 환경 오염 문제는 정말 시급하죠.
맞아요! 저는 정말 격앙돼요. 왜 사람들이 이렇게 무관심한 거죠?
진정하세요. 그렇게 격앙될 필요는 없어요.
아니, 어떻게 진정해요! 이건 우리 모두의 미래가 달린 문제라고요!
알고 있습니다. 저도 이 문제에 대해 열정적으로 고민하고 있습니다.
그럼 뭘 해야 할까요?
우선은 생활 속에서 작은 것부터 실천해야 합니다.
예를 들면요?
일회용품 사용을 줄이고, 대중교통을 이용하는 거죠.
그런다고 뭐가 바뀌겠어요?
작은 행동들이 모여서 큰 변화를 만들 수 있습니다.
품위 있게 말씀하시네요.
네, 저는 품위를 지키는 것을 중요하게 생각합니다.
하지만 저는 너무 화가 나요.
충분히 이해합니다. 저도 같은 마음입니다.","404"
"요즘 키보드에 관심이 많아요.
아, 기계식 키보드 말씀이신가요?
네! 혹시 써보셨어요?
네, 물론이죠. 저는 타건감을 매우 중요하게 생각합니다.
맞아요! 저도 타건감 때문에 기계식 키보드를 좋아해요.
격앙되게 말씀하시네요. 무슨 일 있으신가요?
아니요! 그냥 너무 좋아서요!
하하, 그럴 수도 있죠. 하지만 너무 격앙되시면 손목에 무리가 갈 수 있습니다.
아, 네...
키보드는 우리 몸에 직접 닿는 물건이니 꼼꼼하게 골라야 합니다.
품위 있게 말씀하시네요.
네, 저는 제 건강을 중요하게 생각합니다.
하지만 저는 그냥 막 쓰는데...
그러시면 안 됩니다. 열정적으로 좋은 키보드를 찾아보세요.","332"
"요즘 건강에 관심이 많아요.
아, 건강에 대해 열정적이시군요. 좋은 자세입니다.
네! 혹시 좋은 건강 관리법 아세요?
물론이죠. 규칙적인 운동과 균형 잡힌 식사가 중요합니다.
그거 말고 다른 거요.
어떤 것을 말씀하시는 건가요?
격앙되게 말씀하시는 것 같네요. 무슨 일 있으신가요?
아니요! 그냥 건강이 너무 중요해서요!
네, 저도 동의합니다. 하지만 너무 격앙되시면 건강에 해롭습니다.
아, 네...
건강은 품위 있는 삶을 위한 필수 조건입니다.
품위 있게 말씀하시네요.
네, 저는 제 몸을 품위 있게 관리하는 것을 중요하게 생각합니다.
하지만 저는 그냥 막 사는데...
그러시면 안 됩니다. 열정적으로 건강을 챙기세요.","348"
"낚시, 과학, 운동에 대한 일반 대화 18개를 생성합니다. 각 대화는 20~24턴, 250~299자 길이로 구성되며, 수의사/인플루언서/프리랜서와 성우/음악가/고등학생 간에 진지하고, 초조하며, 공손한 톤으로 진행됩니다.","123"
"요즘 낚시를 시작했습니다.
아, 그러세요? 낚시는 정말 진지하게 임해야 하는 스포츠죠.
네, 맞습니다. 그런데 제가 아직 초보라서요.
어떤 점이 가장 어려우신가요?
물고기가 잘 안 잡혀서 좀 초조합니다.
그럴 수 있죠. 하지만 초조해하지 마시고 공손하게 기다리세요.
네, 알겠습니다. 그런데 초조함을 어떻게 극복할까요?
낚시는 기다림의 미학입니다. 진지하게 즐기시는 게 중요해요.
네, 그렇게 해보겠습니다.
혹시 어떤 미끼를 사용하시나요?
음... 그냥 흔한 지렁이요.
그렇군요. 혹시 궁금한 점이 있으면 언제든지 여쭤보세요.
네, 공손하게 질문하겠습니다.
네, 좋습니다. 낚시는 정말 매력적인 운동입니다.
네, 진지하게 배우고 싶습니다.
그럼 다음에는 제가 좋은 낚시터 알려드릴게요.
정말요? 감사합니다!
천만에요.","401"
"과학 관련 다큐멘터리를 봤는데, 정말 흥미로웠습니다.
아, 그러세요? 어떤 다큐멘터리였나요?
우주에 관한 것이었습니다. 그런데 제가 궁금한 점이 있어서요.
네, 공손하게 질문해주시면 답변해드리겠습니다.
우주는 정말 끝이 없나요? 저는 좀 초조합니다.
왜 초조해하세요? 우주는 우리가 생각하는 것보다 훨씬 크고 복잡합니다.
그럼 우주의 끝은 어디인가요?
아직 밝혀진 바가 없습니다. 하지만 우리는 진지하게 연구하고 있습니다.
네, 알겠습니다. 그런데 우주선은 왜 이렇게 느린가요?
광속에 가까워질수록 시간이 느려지기 때문입니다.
아, 그렇군요. 이해가 잘 안 되네요.
그럴 수 있죠. 혹시 궁금한 점이 있으면 언제든지 여쭤보세요.
네, 공손하게 질문하겠습니다.
네, 좋습니다. 과학은 정말 매력적인 학문입니다.
네, 진지하게 배우고 싶습니다.
그럼 다음에는 제가 좋은 과학 서적 알려드릴게요.
정말요? 감사합니다!
천만에요.","460"
"요즘 재테크 공부를 시작했는데, 너무 어렵네요.
음, 처음엔 다 그렇죠. 어떤 재테크에 관심 있으세요?
주식 투자요. 근데 차트 보는 법을 모르겠어요.
하하, 차트는 그냥 그림일 뿐이에요.
그럼 뭐가 중요한데요?
기업의 가치를 분석하는 게 중요하죠.
아, 그렇군요. 좀 더 열심히 공부해봐야겠어요.
네, 그러면 분명 좋은 결과가 있을 거예요.
와, 정말 자신감 있으시네요!
당연하죠!","214"
"주말에 등산 갈 사람?
저요! 저도 같이 가고 싶었어요!
오, 진짜? 어디로 갈까?
북한산 어때요? 경치 진짜 끝내주는데!
좋지! 그럼 이번 주말에 가자!
언제 만날까요?
아침 일찍 만나는 게 어때?
네, 좋아요!","119"
"요즘 교육열이 너무 뜨거운 것 같아서 걱정이에요.
맞아요. 부모님들이 너무 과도하게 교육에 투자하는 것 같아요.
그래도 안 할 수는 없잖아요. 다들 하니까.
음, 너무 경쟁적으로 생각하지 마세요.
그래도 뒤처지면 어쩌죠?
걱정 마세요. 아이 스스로 잘할 수 있도록 믿어주세요.","154"
"혹시 재테크 관련해서 조언 좀 해주실 수 있으세요?
음, 일단 돈을 아끼는 습관부터 들이세요.
네, 알겠습니다.
그리고 꼼꼼하게 가계부를 작성하세요.
네, 알겠습니다!","93"
"혹시 등산할 때 제일 중요한 게 뭐라고 생각하세요?
음, 안전이 제일 중요하죠.
맞아요. 무리하지 않고 천천히 가는 게 좋은 것 같아요.","76"
"혹시 교육 관련해서 좋은 책 있으면 추천해주실 수 있으세요?
음, '자유로운 아이가 행복하다'라는 책이요.
네, 알겠습니다!","69"
"혹시 주식 투자할 때 제일 중요한 게 뭐라고 생각하세요?
음, 멘탈 관리?
왜요?
주식 시장은 예측 불가능하니까요.","64"
"혹시 등산 말고 다른 운동은 안 하세요?
아니요. 등산만 합니다.
왜요?
그냥. 등산이 좋아요.","53"
"혹시 교육 관련해서 좋은 정보 있으면 공유해주실 수 있으세요?
네, 그럼요. 제가 아는 한 다 알려드릴게요.
감사합니다!","67"
"혹시 재테크 관련해서 팁 좀 알려주실 수 있으세요?
음, 일단 무조건 저축부터 하세요.
네, 알겠습니다.","58"
"혹시 등산할 때 제일 좋아하는 게 뭐예요?
음... 딱히 없어요.
정말요?
네.","44"
"혹시 교육 관련해서 조언 좀 해주실 수 있으세요?
음, 저는 그런 거 잘 모릅니다.
네... 알겠습니다.","58"
"혹시 재테크 공부할 때 제일 중요한 게 뭐라고 생각하세요?
음, 그냥 꾸준히 하는 거?
그게 다인가요?
네.","60"
"혹시 재테크 관련해서 조언 좀 해주실 수 있으세요?
음, 제가 아는 건 별로 없네요.
네... 알겠습니다.","59"
"개발 공부 정말 힘들지?
응, 너무 어려워.
그래도 괜찮아.
응.
네가 잘할 수 있을 거야.
정말?
응, 믿어.
고마워.
뭘.
힘이 나네.
그래, 힘내.
응원할게.","91"
"인사팀 무서워?
네, 좀 무서워요.
괜찮아. 내가 있는데.
정말요?
응.
믿어도 돼?
응, 믿어.
고마워요.
천만에.
부담 갖지 마.
네, 알겠어요.","83"
"교육받으러 왔어요?
네.
괜찮아요?
네, 괜찮아요.
혹시 궁금한 거 있으면 물어봐요.
네, 감사합니다.
부담 갖지 말고 편하게.
네, 알겠습니다.
잘할 수 있을 거예요.
네, 감사합니다.
힘내세요.","110"
"개발 공부 힘들지?
네, 어려워요.
그래도 잘하고 있어.
정말요?
응.
고마워요.
뭘.
힘이 나네요.
그래. 힘내.
응원할게.","70"
"인사팀 무서워요?
네, 좀 무서워요.
괜찮아요, 제가 잘 말해줄게요.
정말요?
네.
믿어도 돼요?
응, 믿어.
고마워요.
천만에.","72"
"개발 공부 힘들지?
응, 어려워.
그래도 잘하고 있어.
정말?
응.
고마워.
뭘.
힘이 나네.
그래. 힘내.
응원할게.","66"
"혹시 새로 나온 전기차 봤어?
응, 봤는데 별로던데.
왜? 난 좋아 보이던데.
글쎄, 그냥 그래. 다들 좋다고 난리던데, 난 잘 모르겠어.
뭐, 네 취향은 아니구나.
응.","95"
"이번에 회사에서 진행하는 홍보 캠페인 말이야.
아, 그거? 나도 참여할 거야!
오, 진짜? 그럼 같이 하자!
좋지! 언제 어디서 하는데?
다음 주 금요일, 회사 강당에서.","95"
"요즘 뉴스 보면 세상이 너무 시끄럽지 않아?
그러게. 좋은 소식은 하나도 없고.
맞아. 맨날 싸우기만 하고.
에휴, 답이 없네.","71"
"혹시 전기차 살까 고민 중인데, 조언 좀 해줄 수 있어?
글쎄. 네 돈인데 왜 나한테 물어봐?
그냥... 네 생각은 어떤지 궁금해서.
음, 나는 별로.","84"
"이번 홍보 영상 말이야, 반응이 너무 시큰둥해서 걱정이야.
괜찮아. 원래 처음엔 다 그래.
정말? 너무 실망인데.
실망할 필요 없어. 다음엔 더 잘하면 되지.","88"
"요즘 뉴스에 나오는 정치인들 보면 한숨만 나오지 않아?
그러게. 다들 자기 밥그릇만 챙기려 하고.
진짜 짜증나.
그래도 어쩌겠어. 우리가 바꿀 수 있는 것도 아니고.","92"
"혹시 새로 나온 자동차 시승해봤어?
응, 해봤는데 별로였어.
왜? 좋다고 소문났던데.
소문은 소문일 뿐이지.","60"
"이번 홍보 아이디어, 정말 기발하지 않아?
음, 글쎄. 나는 잘 모르겠는데.
왜? 너무 신선해서?
아니, 너무 뻔해서.","66"
"혹시 이 자동차, 단점은 없을까?
단점? 글쎄. 당신이 찾아서 알아봐야지.
너무 시니컬하네.
원래 그래.","58"
"이번 홍보 행사, 성공적으로 끝낼 수 있을까?
당연하지! 우리가 누구인데!
하하, 그래! 우리라면 할 수 있어!","62"
"요즘 뉴스에 나오는 연예인들 보면 다들 왜 그러지?
그러게. 사건 사고가 끊이질 않네.
진짜 안타깝다.
뭐, 우리가 신경 쓸 일은 아니지.","77"
"혹시 자동차 정비할 때 어디가 제일 중요해?
엔진?
아니, 브레이크.
왜?
네가 죽기 싫으면 브레이크가 제일 중요해.","65"
"이번 홍보 포스터 디자인 어때?
음, 별로.
왜?
너무 촌스러워.
진짜? 난 예쁜데.","47"
"오늘 뉴스 봤어? 정말 충격적이더라.
아니, 아직. 어떤 내용인데?
비밀. 직접 봐.
너무한다.","53"
"혹시 자동차 보험 들 때 어떤 거 제일 중요해?
네가 사고 냈을 때 돈 많이 주는 거.
그게 뭔데?
그건 네가 알아서 찾아봐야지.","72"
"이번 홍보 영상, 내가 편집했는데 어때?
음, 뭐... 괜찮네.
진짜?
응, 뭐.","45"
"요즘 뉴스 보면 정말 화가 나지 않아?
그러게. 정의가 사라진 것 같아.
맞아. 세상이 미쳐 돌아가는 것 같아.
에휴, 한숨만 나오네.","75"
"혹시 이 자동차, 연비는 어때?
좋겠지. 비싼데.
그게 다야?
응.","37"
"이번 홍보 문구, 내가 썼는데 어때?
음, 좀 오글거려.
왜?
너무 뻔하잖아.
정말? 난 좋았는데.","55"
"새로 나온 피아노 건반이 너무 가볍던데.
네, 저도 그렇게 생각해요.
저는 좀 묵직한 건반이 좋은데.
저도요. 가벼운 건반은 별로예요.
이 피아노는 좀 별로인 것 같아요.
네, 동의합니다.
다른 피아노를 찾아봐야겠어요.
네, 그게 좋겠네요.","134"
"혹시 해양 오염 문제에 대해 어떻게 생각하세요?
별로 관심 없는데요.
그래도 중요한 문제잖아요.
글쎄요. 제가 신경 쓸 문제는 아닌 것 같네요.","80"
"이번에 새로 나온 옷 어때?
음, 별로.
왜? 예쁘지 않아?
내 스타일이 아니야.
그냥 그렇구나.
응.","57"
"혹시 피아노 연습할 때 어떤 곡으로 하세요?
그냥 하고 싶은 곡으로 합니다.
피아노 연습은 클래식으로 해야 하는 거 아니에요?
그런 거 없습니다.","81"
"혹시 해양 생물에 대해 관심 있으세요?
아니요. 별로요.
그래도 신기하지 않으세요?
글쎄요. 그냥 그래요.","59"
"혹시 쇼핑할 때 어떤 스타일로 하세요?
그냥 마음에 드는 대로 삽니다.
유행은 신경 안 쓰세요?
네, 안 씁니다.","63"
"이번에 회사에서 진행하는 해양 보호 캠페인 말이야.
아, 그거? 나는 참여 안 할 거야.
왜? 좋은 일이잖아.
그런 거 귀찮아.
너무 무관심하네.
원래 그래.","88"
"혹시 피아노 배운 적 있으세요?
아니요.
그래도 좀 배우고 싶지 않으세요?
별로요.","46"
"혹시 쇼핑할 때 주로 어디서 하세요?
그냥 백화점이나 인터넷에서요.
음... 그렇군요.","48"
"혹시 해양 관련 다큐멘터리 본 적 있으세요?
네, 봤습니다.
어떠셨어요?
그냥 그랬어요.
음... 그렇군요.","60"
"이번에 새로 산 옷 어때?
음... 별로.
왜? 너무 예쁘지 않아?
내 스타일이 아니야.
너무 단호하네.","58"
"혹시 해양 탐험 같은 거 해보고 싶지 않으세요?
아니요. 무서워서요.
무섭다뇨?
그냥.","48"
"혹시 피아노 칠 때 어떤 감정으로 쳐요?
그냥 생각 없이 칩니다.
음악은 감정이 중요한 거 아닌가요?
글쎄요.","61"
"혹시 쇼핑할 때 제일 중요하게 생각하는 게 뭐예요?
가격이요.
스타일은 안 봐요?
네, 안 봅니다.","55"
"이번에 해양 박물관 가봤는데, 너무 별로였어.
왜? 난 좋았는데.
볼 것도 별로 없고, 재미없더라.
그렇구나.","61"
"혹시 피아노 연주할 때 제일 어려운 점이 뭐예요?
음... 딱히 없는 것 같아요.
정말요?
네.","53"
"이번에 쇼핑몰에서 새로 나온 브랜드 봤어?
응, 봤는데 별로던데.
왜?
내 스타일이 아니야.
너무 단호하네.","60"
"혹시 피아노 칠 때 제일 좋아하는 곡이 뭐예요?
음... 딱히 없는 것 같아요.
정말요?
네.","52"
"안녕하세요, 혹시 이 근처에 맛있는 식당 아세요?
아, 네. 저쪽으로 조금만 가면 괜찮은 식당 하나 있어요.
정말요? 감사합니다!
별말씀을요. 맛있게 드세요.
네, 정말 감사합니다.","101"
"와, 저건 정말 대단한데요!
네, 저도 처음 봤을 때 정말 놀랐어요.
어떻게 저런 걸 만들 수 있죠?
정말 대단한 기술인 것 같아요.
정말 감탄했어요.","84"
"그때 기억하세요?
네, 물론이죠.
그때 우리 정말 좋았죠.
네... 다시 돌아가고 싶네요.
저도요... 그때가 그립네요.","67"
"정말 감사합니다. 덕분에 잘 끝냈습니다.
아닙니다. 제가 뭘 했다고...
아니에요. 정말 큰 도움이 되었습니다.
천만에요. 다음에도 언제든 말씀하세요.","84"
"선배님... 저 때문에 힘드시죠?
아니에요. 괜찮아요.
그래도 너무 죄송해서요.
아니에요. 제가 더 잘해드릴게요.
정말요?","68"
"와, 정말 예쁘네요!
네, 정말 예쁘죠.
어떻게 이렇게 아름다울 수 있죠?
자연의 신비인 것 같아요.","56"
"혹시 저한테 뭐 부탁하실 거 있으세요?
아니요, 없습니다.
정말요? 불편하신 거 없으세요?
네, 괜찮습니다.
혹시라도 불편하시면 말씀해주세요.","79"
"너무 멋져요!
아닙니다.
아니에요! 정말 최고예요!
과찬이십니다.","36"
"혹시... 그 사람 잘 지내나요?
네... 잘 지내는 것 같아요.
다행이네요.
네.","46"
"정말 대단하시네요.
아닙니다.
제가 존경합니다.
별말씀을요.","33"
"혹시... 그때로 돌아가고 싶지 않으세요?
네... 정말 그립네요.
저도요. 그때가 좋았죠.
네.","54"
"새로 나온 영화 '바다의 노래' 보셨어요?
네, 물론이죠.
어떠셨어요? 저는 정말 감동적이었는데.
음, 저는 좀 실망했습니다.
왜요? 그렇게 아름다운 영화를 보시고도요?
저는 영화의 내용이 너무 비현실적이라고 생각했습니다.
그래도 봉사활동이라는 주제를 우아하게 풀어냈잖아요.
그렇지만 현실과는 너무 동떨어져 있어요.","176"
"혹시 해양 봉사활동 가보셨어요?
네, 가봤습니다.
어떠셨어요?
음, 생각보다 힘들어서 화가 났습니다.
왜요?
쓰레기가 너무 많아서요. 끝이 없더라고요.
네, 저도 그 부분은 공감합니다. 그래도 뿌듯하지 않으셨어요?
음, 봉사활동이라는 목적은 좋았지만, 과정이 너무 힘들어서요.","154"
"혹시 영화 '기생충' 보셨어요?
네, 봤습니다.
어떠셨어요? 저는 정말 충격적이었는데.
음, 저는 좀 불쾌했습니다.
왜요? 그렇게 훌륭한 영화를 보시고도요?
저는 영화의 내용이 너무 현실적이라서 화가 났습니다.
그래도 사회의 부조리를 잘 보여줬잖아요.
그렇지만 너무 날카롭게 보여줘서 오히려 거부감이 들었습니다.","174"
"혹시 봉사활동 자주 하세요?
네, 자주 합니다.
어떤 봉사활동을 주로 하세요?
음... 그냥 제가 할 수 있는 모든 봉사활동을 합니다.
와, 정말 대단하시네요!
아닙니다. 봉사활동은 당연히 해야 하는 거라고 생각합니다.
저도 그렇게 생각해요.","135"
"혹시 영화 '이터널 선샤인' 보셨어요?
네, 봤습니다.
어떠셨어요?
음, 저는 좀 실망했습니다.
왜요? 그렇게 아름다운 영화를 보시고도요?
영화의 내용이 너무 슬퍼서 화가 났습니다.
그래도 사랑의 본질을 잘 보여줬잖아요.
그렇지만 너무 고통스러워 보여서요.","143"
"혹시 해양 봉사활동 단체에 가입할 생각 없으세요?
음, 저는 봉사활동은 혼자 하는 걸 좋아합니다.
왜요? 같이 하면 더 좋잖아요.
저는 혼자 하는 게 더 편해서요.
네, 알겠습니다.","101"
"혹시 영화 '조커' 보셨어요?
네, 봤습니다.
어떠셨어요?
음, 저는 좀 불쾌했습니다.
왜요? 그렇게 훌륭한 영화를 보시고도요?
영화의 내용이 너무 폭력적이라서 화가 났습니다.
그래도 조커의 심리를 잘 보여줬잖아요.
그렇지만 너무 잔인해서요.","135"
"혹시 봉사활동할 때 제일 중요한 게 뭐라고 생각하세요?
음... 마음가짐?
그게 다인가요?
네. 마음가짐이 제일 중요하다고 생각합니다.","75"
"혹시 영화 '인터스텔라' 보셨어요?
네, 봤습니다.
어떠셨어요?
음, 저는 좀 실망했습니다.
왜요? 그렇게 훌륭한 영화를 보시고도요?
영화의 내용이 너무 어려워서 화가 났습니다.
그래도 물리학 개념을 잘 보여줬잖아요.
그렇지만 너무 복잡해서요.","136"
"혹시 해양 봉사활동할 때 제일 중요한 게 뭐라고 생각하세요?
음... 단호하게 말해서, 무조건 참여하는 것.
왜요?
일단 가서 해야 뭐라도 하죠.","81"
"혹시 영화 '어벤져스' 보셨어요?
네, 봤습니다.
어떠셨어요?
음, 저는 좀 불쾌했습니다.
왜요? 그렇게 재미있는 영화를 보시고도요?
너무 오글거려서 화가 났습니다.
그래도 영웅들의 이야기는 감동적이잖아요.
그렇지만 너무 유치해서요.","130"
"이 영화 보러 갈래?
별로.
왜? 재밌을 것 같은데.
네가 재밌을 것 같다고 해서 다 재밌는 건 아니잖아.","59"
"그거 제가 먼저 잡았는데요.
아니요, 제가 먼저 잡았어요.
아니, 제가 먼저 봤다고요.
제가 먼저 집었다고요.","61"
"요즘 환경 문제 심각한 것 같아.
글쎄, 난 잘 모르겠는데.
왜? 관심 없어?
응, 딱히. 나랑 상관없는 일 같아서.","65"
"혹시 오늘 저녁에 시간 괜찮으세요?
왜요?
저녁 식사라도 같이...
됐어요.","42"
"이번 프로젝트, 제가 꼭 이길 거예요.
흥, 그렇게 말할 수 있을 때 실컷 말해둬.
후회하게 만들어줄게.
두고 보죠.","65"
"요즘 화학 공부 힘들어?
네, 너무 어려워요.
하하, 네가 어려워할 줄 알았다.
왜요?
그냥. 네가 할 수 있을 리가 없잖아.
너무하시네요.
현실적으로 말하는 거야.
그래도 희망을 줘야죠.
헛된 희망을 왜 줘.
정말 냉정하시네요.","128"
"그 직업 정말 괜찮아?
네, 괜찮은 것 같아요.
진짜? 하하하!
왜 웃으세요?
아니, 그 직업으로 뭘 하겠다고. 황당해서.
무슨 말씀이세요?
그냥. 아무것도 아니야.
말씀해주세요.
아니, 정말 아무것도 아니라니까.
저 놀리시는 거죠?","130"
"재테크 잘하고 있어요?
네, 나름대로요.
하하하! 정말?
네.
어떻게 하고 있는데?
주식하고 있어요.
하하, 주식? 그걸로 뭘 벌겠다고.
너무하시네요.
현실적으로 말하는 거야.
그래도 희망을 줘야죠.
헛된 희망을 왜 줘.","123"
"요즘 주식 어때?
폭락했어.
헐, 진짜?
응, 내 주식 계좌 마이너스야.
어떻게 그럴 수가 있어?
나도 몰라.
너 괜찮아?
괜찮아.
근데 표정이 왜 그래?
그냥.
혹시 울었어?
아니.
진짜야?
응.
믿을 수가 없네.
뭐가?
네가 괜찮다고 하는 거.
나 정말 괜찮아.
걱정돼서 그래.
걱정하지 마.
주식 때문에 힘든 거 알아.
힘들지 않아.
근데 왜 이렇게 말라가?
나 원래 이래.
그래도 밥 잘 챙겨 먹어.
응.
힘내.
응.
주식은 그냥 숫자일 뿐이야.
알아.
너무 연연하지 마.
응.
그래도 괜찮은 거 맞지?
응.
믿을 수 없다, 정말.
왜?
네가 이렇게 시크하게 말하는 게.
원래 이래.","330"
"요즘 제조업 경기가 너무 안 좋죠.
그러게요. 매일매일이 불안해요.
제 회사도 힘들어요.
어떻게 그럴 수가 있죠?
나도 몰라요.
사장님 괜찮으세요?
괜찮아요.
근데 표정이 왜 그러세요?
그냥요.
혹시 울었어요?
아뇨.
진짜세요?
네.
믿을 수가 없네요.
뭐가요?
사장님이 괜찮다고 하는 게요.
저 정말 괜찮아요.
걱정돼서 그래요.
걱정하지 마세요.
회사가 힘든 거 알아요.
힘들지 않아요.
근데 왜 이렇게 말라가세요?
저 원래 이래요.
그래도 밥 잘 챙겨 드세요.
네.
힘내세요.
네.
제조업은 그냥 숫자일 뿐이에요.
알아요.
너무 연연하지 마세요.
네.
그래도 괜찮은 거 맞죠?
네.
믿을 수 없다, 정말.
왜요?
사장님이 이렇게 시크하게 말하는 게요.
저 원래 이래요.","376"
"이번 프로젝트 개발 너무 힘드네요.
네, 저도 그래요. 요구사항이 계속 바뀌어서.
정말 답이 없네요. 이대로는 못할 것 같아요.
그래도 일단 해봐요. 어떻게든 되겠지.
하, 정말... 알겠어요.","108"
"요즘 날씨 왜 이래요? 너무 더워서 미치겠어요.
그러게요. 이렇게 더우면 일하기 힘든데.
진짜 짜증나요. 왜 에어컨은 안 틀어주는 거죠?
좀 참고 해요. 곧 시원해질 거예요.","97"
"혹시 이 화학식 아세요?
아뇨, 잘 모르겠는데요.
이거 진짜 중요한 건데, 왜 모르세요?
제가 화학 전공이 아니라서요.
그래도 기본은 알아야죠.
네, 죄송합니다.","90"
"이번 개발 프로젝트, 기한 내에 끝낼 수 있을까요?
음, 좀 촉박하긴 하지만, 가능할 것 같아요.
정말요? 솔직히 좀 걱정되거든요.
괜찮아요, 저만 믿으세요!
네, 믿어볼게요!","98"
"요즘 교육 관련해서 이것저것 찾아보고 있는데, 너무 막막하네요.
왜요? 무슨 고민이라도 있으세요?
어떻게 시작해야 할지 모르겠어요.
괜찮아요! 저와 함께라면 문제없습니다!
정말요? 그렇게 자신만만하세요?
네! 저는 이 분야에 대해 누구보다 잘 알고 있으니까요!
와, 정말 열정적이시네요!
당연하죠! 제가 책임지고 알려드릴게요.
네, 믿어볼게요.","192"
