dialogue,글자수
"저기요, 혹시 이 근처에서 가장 가까운 병원이 어디인가요?
아, 저기 큰 사거리에서 좌회전하면 바로 종합병원이 있어요.
여기서부터 걸어가기에는 조금 먼 거리일까요?
아니요, 걸어서 15분 정도면 충분히 가실 수 있을 거예요.
그렇군요. 자세하게 알려주셔서 정말 감사합니다.
천만에요. 몸이 안 좋으신 것 같은데, 조심히 가세요.
네, 덕분에 금방 찾아갈 수 있을 것 같아요.
다행이네요.
네.
감사합니다.",226
"부장님, 지난번 지시하셨던 시장 조사 자료입니다.
오, 벌써 다 됐나요? 어디 한번 봅시다. 수고했어요.
네, 최대한 꼼꼼하게 정리한다고 했는데 부족할 수 있습니다.
아니에요. 내가 기대했던 것보다 훨씬 더 훌륭하네요.
정말요? 그렇게 말씀해주시니 정말 다행입니다.
이 정도면 다음 단계로 넘어가도 충분하겠어요.
감사합니다. 더 필요한 자료는 없으실까요?
네, 괜찮아요.
네.
수고했어요.",217
"정말 죄송한데, 제가 깜빡하고 우산을 놓고 와서요.
어, 그래요? 지금 밖에 비가 엄청 많이 오는데.
그러게요. 혹시 저랑 집 방향이 비슷하신가요?
네, 저는 바로 앞 아파트에 살고 있어요.
그럼 정말 죄송하지만, 저 좀 씌워주실 수 있나요?
네, 그럼요! 당연히 같이 쓰고 가야죠.
와, 정말 감사합니다. 덕분에 비 안 맞고 가겠네요.
천만에요.
네.
고맙습니다.",204
"이번 주말에 다 같이 영화나 보러 가는 거 어때?
와, 너무 좋다! 마침 보고 싶었던 영화가 있었어.
정말? 어떤 건데? 우리 그걸로 볼까?
최근에 개봉한 히어로 영화인데, 평점이 엄청 높아.
아, 나도 그거 이야기 들었어. 그걸로 보자!
좋아! 그럼 내가 저녁 8시쯤으로 예매할게.
응, 알았어! 내가 팝콘이랑 콜라 살게.
좋아!
이따 봐!
응, 기대된다.",200
"이 대리님, 아까 부탁했던 자료는 어떻게 됐나요?
네, 과장님. 거의 다 마무리했고 최종 검토 중입니다.
그래요? 생각보다 정말 빨리 처리했네요. 고마워요.
아닙니다. 30분 내로 정리해서 바로 보내드리겠습니다.
네, 그렇게 해줘요. 덕분에 다음 일이 수월하겠어요.
별말씀을요. 제가 당연히 해야 할 일인걸요.
항상 책임감 있는 모습 정말 보기 좋습니다.
감사합니다!
네.
좋아요.",213
"요즘 들어 집중력도 떨어지고 자꾸 깜빡하는 것 같아.
혹시 잠을 제대로 못 자는 거 아니야? 안색이 안 좋아.
응, 맞아. 최근에 계속 잠을 설치고 있어.
그럴 때는 따뜻한 우유를 한잔 마시고 자면 도움이 된대.
아, 정말? 오늘 밤에는 한번 그렇게 해봐야겠다.
응, 분명 효과가 있을 거야. 푹 잤으면 좋겠다.
신경 써줘서 정말 고마워. 큰 위로가 되네.
별말씀을.
응.
고마워.",213
"혹시 뜨개질하는 방법 아세요? 저 좀 알려주세요.
네, 그럼요. 기본적인 코바늘 뜨기는 할 줄 알아요.
와, 정말요? 제가 목도리를 한번 떠보고 싶어서요.
좋아요! 그럼 제가 기초부터 차근차근 알려드릴게요.
정말 감사합니다. 저도 꼭 완성해보고 싶어요.
충분히 하실 수 있어요. 제가 옆에서 도와드릴게요.
네, 잘 부탁드립니다! 정말 기대되네요.
천만에요.
네.
좋아요.",207
"실례지만, 혹시 이 옷 어디서 구매하셨는지 알 수 있을까요?
아, 이 옷이요? 인터넷 쇼핑몰에서 구매했어요.
와, 정말요? 너무 예뻐서 저도 사고 싶어서요.
그래요? 제가 잠시 후에 쇼핑몰 주소 알려드릴게요.
정말요? 그렇게 해주시면 너무 감사하죠.
별말씀을요. 마음에 드신다니 저도 기분이 좋네요.
네, 덕분에 저도 예쁜 옷을 살 수 있겠네요.
네, 잘 어울리실 거예요.
네.
감사합니다!",218
"팀장님, 이번에 새로 오신 신입사원 교육은 제가 맡겠습니다.
오, 박 대리가? 먼저 그렇게 말해주니 정말 고맙네요.
아닙니다. 저도 처음에 선배님들께 많은 도움을 받아서요.
정말 든든하네요. 그럼 교육 계획안 한번 짜서 보여줘요.
네, 알겠습니다. 꼼꼼하게 준비해서 보고드리겠습니다.
좋아요. 책임감 있는 모습 정말 보기 좋습니다.
감사합니다. 제가 잘 이끌어 보겠습니다.
믿을게요.
네!
좋습니다.",223
"오늘 저녁에 시간 괜찮으면 나랑 같이 저녁 먹을래?
응, 좋아! 마침 오늘 저녁에 약속도 없었어.
다행이다. 내가 정말 맛있는 족발집을 아는데 어때?
와, 너무 좋지! 나 족발 진짜 좋아하잖아.
그럼 우리 7시에 회사 앞에서 만나서 같이 가자.
응, 알았어! 생각만 해도 정말 기대된다.
그래, 이따가 봐! 내가 미리 주문해 놓을게.
고마워!
응!
이따 봐.",200
"최 주임님, 지난번 회의 때 말씀하신 내용 정리됐나요?
네, 부장님. 방금 이메일로 자료 보내드렸습니다.
오, 벌써요? 정말 빠르네요. 지금 바로 확인해볼게요.
네, 보시고 피드백 주시면 바로 수정하겠습니다.
음, 아주 깔끔하게 정리가 잘 되었네요. 수고했어요.
감사합니다! 다행히 좋게 봐주셔서 기쁘네요.
이대로만 진행하면 문제없을 것 같습니다.
네, 알겠습니다!
수고했어요.
감사합니다.",218
"요즘 들어 왜 이렇게 시간이 빨리 가는지 모르겠어요.
맞아요. 벌써 목요일이라니, 정말 믿기지가 않네요.
정신없이 일하다 보면 어느새 주말이 와 있는 것 같아요.
그래도 바쁘게 사는 게 좋은 거 아닐까요?
그렇긴 하죠. 그래도 가끔은 여유를 갖고 싶어요.
맞아요. 이번 주말에는 아무 생각 없이 푹 쉬어야겠어요.
네, 꼭 그렇게 하세요! 재충전의 시간이 필요해요.
네, 그럴게요.
네.
좋아요.",220
"제가 새로 산 책인데, 혹시 먼저 읽어보실래요?
와, 정말요? 아직 서점에도 안 나온 신간이잖아요.
네, 맞아요. 작가님께 특별히 선물 받은 책이에요.
이렇게 귀한 책을 저에게 먼저 빌려주셔도 괜찮으세요?
그럼요. 저희가 책 취향이 비슷하잖아요.
정말 감사합니다. 조심해서 깨끗하게 읽고 돌려드릴게요.
천천히 재미있게 읽으세요. 급할 거 없어요.
네, 감사합니다!
네.
좋아요.",211
"저기요, 혹시 이 근처에서 택시를 어디서 잡아야 할까요?
아, 이 시간에는 여기서 잡기 힘들고 큰길로 나가셔야 해요.
아, 그래요? 큰길까지는 여기서 많이 먼가요?
아니요, 저기 신호등 건너면 바로 큰 도로가 나올 거예요.
그렇군요! 친절하게 알려주셔서 정말 감사합니다.
별말씀을요. 늦은 시간인데 조심히 들어가세요.
네, 덕분에 안전하게 집에 갈 수 있겠네요.
다행이네요.
네.
감사합니다.",219
"과장님, 제가 몸이 좀 안 좋아서 그런데, 조퇴 좀 해도 될까요?
그래요? 어디가 안 좋은데요? 안색이 안 좋아 보이네요.
어제부터 계속 열이 나고 머리가 좀 아파서요.
이런, 병원에는 다녀왔어요? 그냥 두면 안 돼요.
아직 못 갔습니다. 지금이라도 가보려고 합니다.
알겠어요. 어서 병원부터 가봐요. 업무는 걱정하지 말고요.
네, 정말 감사합니다. 내일 뵙겠습니다.
그래요, 푹 쉬어요.
네, 과장님.
알겠습니다.",232
"이번에 새로 나온 스마트폰으로 바꿀까 고민 중이야.
오, 정말? 지금 쓰는 것도 아직 괜찮아 보이는데.
그렇긴 한데, 새로 나온 기능들이 너무 좋아 보여서.
하긴, 요즘 기술 발전이 정말 빠르긴 하더라.
그래서 말인데, 혹시 어떤 모델이 좋은지 추천해줄 수 있어?
음, 내가 각 모델별로 장단점을 한번 정리해줄게.
와, 정말? 그렇게 해주면 너무 고맙지!
잠시만 기다려봐.
응, 고마워!
천만에.",221
"김 대리, 다음 주에 있을 팀 회의 준비 좀 부탁해요.
네, 팀장님. 제가 회의실 예약이랑 자료 준비할까요?
네, 그렇게 해줘요. 참석자들에게 미리 공지도 하고요.
알겠습니다. 혹시 특별히 다룰 안건이 있으신가요?
음, 이번 분기 실적 리뷰랑 다음 분기 계획을 논의할 거예요.
네, 알겠습니다. 관련 자료 잘 준비해 놓겠습니다.
좋아요. 항상 꼼꼼하게 잘 챙겨줘서 정말 고마워요.
아닙니다.
네.
좋습니다.",227
"요즘 일이 너무 많아서 그런지 번아웃이 온 것 같아요.
어떡해, 많이 힘들겠다. 잠시 쉬어가는 게 좋겠어.
그러고 싶은데, 당장 해야 할 일들이 너무 많아서.
그래도 건강이 최우선이야. 너무 무리하지는 마.
응, 걱정해줘서 고마워. 네 말 들으니 힘이 좀 나네.
힘들면 언제든지 나한테 얘기해. 내가 들어줄게.
응, 정말 고마워. 너밖에 없다, 진짜.
별말씀을.
응.
힘내.",209
"혹시 그림 그리는 거 좋아하세요? 제가 요즘 배우고 있거든요.
와, 정말요? 저는 보는 건 좋아하는데, 그리는 건 소질이 없어요.
아니에요. 누구나 처음에는 다 서툴고 어려운걸요.
그래도 꾸준히 하시는 모습이 정말 멋지고 대단해요.
좋아하는 일이라서 그런지 시간 가는 줄 모르겠어요.
나중에 완성된 작품도 꼭 한번 보여주세요.
그럼요! 제가 제일 먼저 보여드릴게요.
네, 기대할게요!
네.
좋습니다.",223
"실례지만, 이 근처에 맛있는 빵집이 어디에 있는지 아세요?
네, 그럼요! 이 동네에서 가장 유명한 빵집이 바로 저기 있어요.
와, 정말요? 어떤 빵이 가장 맛있고 인기가 많나요?
음, 여기는 소금빵이랑 앙버터가 정말 일품이에요.
그렇군요! 듣기만 해도 정말 맛있을 것 같네요.
네, 아마 한번 드셔보시면 계속 생각나실 거예요.
좋은 정보 알려주셔서 정말 감사합니다.
천만에요.
네.
맛있게 드세요.",222
"부장님, 이번에 저희 팀이 맡은 프로젝트 말인데요.
응, 그래. 무슨 문제라도 있는 건가?
아닙니다. 오히려 예상보다 훨씬 더 진행이 잘 되고 있습니다.
오, 정말? 아주 좋은 소식이네. 정말 다행이야.
네, 팀원들 모두가 합심해서 노력해준 덕분입니다.
그래, 다들 정말 고생이 많았어. 내가 나중에 한턱 쏠게.
감사합니다! 부장님의 격려 덕분에 더 힘이 납니다.
계속해서 잘 마무리해줘.
네, 알겠습니다!
좋아.",231
"정말 죄송한데, 제가 지갑을 통째로 잃어버린 것 같아요.
어머, 어떡해! 어디서 잃어버린 것 같은데?
아무래도 아까 탔던 버스에 두고 내린 것 같아요.
이런, 빨리 버스 회사에 전화해서 분실물 신고부터 해.
네, 그래야겠어요. 혹시 저 차비 좀 빌려주실 수 있나요?
그럼, 당연하지. 이걸로 택시 타고 어서 가봐.
정말 감사합니다. 이 은혜는 잊지 않을게요.
괜찮아, 어서 가봐.
네, 감사합니다!
알겠습니다.",229
"오늘 저녁에 우리 동네에서 작은 음악회가 열린대.
와, 정말? 어떤 음악회인데? 나도 가고 싶다.
클래식 기타 연주회인데, 분위기가 아주 좋대.
너무 좋다! 우리 같이 보러 가지 않을래?
그래, 좋아! 내가 좋은 자리로 미리 맡아 놓을게.
응, 알았어! 내가 가는 길에 맛있는 간식 사 갈게.
좋아! 그럼 우리 7시에 공원 입구에서 만나자.
응, 좋아!
이따 봐!
그래!",207
"최 대리, 지난달 영업 실적 보고서 좀 가져다줄래요?
네, 과장님. 잠시만요. 바로 출력해서 가져다드리겠습니다.
그래요. 지난달 실적이 꽤 좋았다고 들었는데, 기대되네요.
네, 맞습니다. 목표치를 초과 달성해서 분위기가 아주 좋습니다.
다들 정말 고생 많았네요. 이따 회의 때 칭찬해야겠어요.
감사합니다. 과장님께서 잘 이끌어주신 덕분입니다.
아니에요. 다들 열심히 해준 덕분이죠. 정말 고마워요.
별말씀을요.
네.
좋습니다.",238
"요즘 왜 이렇게 입맛이 없는지 모르겠어.
그러게, 너 요즘 통 잘 못 먹는 것 같더라. 무슨 일 있어?
아니, 그런 건 아닌데 그냥 기운이 없어서 그런가 봐.
이럴 때일수록 잘 챙겨 먹어야 해. 내가 맛있는 거 사줄게.
아니야, 괜찮아. 마음만으로도 정말 고마워.
안되겠다. 오늘 저녁에 우리 집으로 와. 내가 맛있는 밥 해줄게.
정말? 그래도 괜찮겠어? 너 피곤할 텐데.
괜찮아!
응, 고마워.
이따 봐.",227
"혹시 클래식 음악 듣는 거 좋아하세요?
네, 그럼요. 특히 피아노 연주곡을 즐겨 듣는 편이에요.
와, 그러시군요! 저도 피아노 소리를 정말 좋아하거든요.
혹시 가장 좋아하는 연주가나 작곡가가 있으신가요?
저는 쇼팽의 녹턴을 들으면 마음이 편안해지더라고요.
저도요! 정말 취향이 잘 맞네요. 반갑습니다.
그러게요. 다음에 좋은 공연 있으면 같이 보러 가요.
네, 좋아요!
네.
기대되네요.",216
"실례합니다, 혹시 이 근처에 화장실이 어디에 있나요?
네, 저기 보이는 상가 건물 2층으로 올라가시면 바로 있어요.
아, 그렇군요! 혹시 비밀번호가 따로 필요하지는 않나요?
아니요, 그냥 편하게 이용하시면 될 거예요. 깨끗해요.
다행이네요. 급했는데, 정말 감사합니다.
천만에요. 급하신 것 같은데 어서 다녀오세요.
네, 정말 고맙습니다. 덕분에 살았네요.
별말씀을요.
네.
알겠습니다.",216
"팀장님, 제가 이번에 새로운 아이디어를 한번 구상해봤습니다.
오, 그래요? 어떤 아이디어인지 한번 들어봅시다.
기존의 마케팅 방식에서 벗어나 새로운 채널을 활용하는 겁니다.
좀 더 구체적으로 설명해줄 수 있나요? 흥미롭네요.
네, 제가 관련해서 간단하게 자료를 좀 정리해봤습니다.
좋아요. 아주 적극적인 자세네요. 한번 봅시다.
네, 보시고 편하게 의견 주시면 감사하겠습니다.
기대되네요.
네!
좋습니다.",226
"오늘 날씨도 좋은데, 우리 옥상에 올라가서 커피 마실까?
와, 너무 좋은 생각이다! 지금 바로 올라갈까?
그래! 내가 맛있는 쿠키도 몇 개 챙겨갈게.
좋아! 그럼 나는 시원한 커피를 준비해 갈게.
역시 너밖에 없다. 옥상에서 보면 경치도 정말 좋겠다.
응, 맞아. 가끔 이렇게 바람 쐬는 것도 필요해.
그래, 얼른 준비해서 옥상에서 만나자!
응, 알았어!
좋아!
이따 봐.",208
"박 주임, 오늘 오후 3시에 회의 있는 거 잊지 않았죠?
네, 과장님. 당연히 기억하고 있습니다. 자료도 준비했습니다.
역시 꼼꼼하네요. 회의실 예약은 미리 해뒀나요?
네, 어제 미리 예약해뒀습니다. 걱정 안 하셔도 됩니다.
좋아요. 덕분에 제가 신경 쓸 일이 하나 줄었네요. 고마워요.
천만에요. 제가 당연히 해야 할 일인걸요.
이따 회의 때 좋은 의견 많이 내주길 바라요.
네, 알겠습니다!
좋아요.
감사합니다.",232
"주말 동안에 뭐 특별한 일 없으셨어요?
네, 그냥 집에서 영화 보면서 푹 쉬었어요.
가끔은 그런 여유로운 휴식이 꼭 필요하죠.
맞아요. 덕분에 월요일을 잘 시작했어요.
다행이네요. 저는 잠시 등산을 다녀왔습니다.
와, 정말 부지런하시네요. 좋았겠어요.
네, 공기가 정말 상쾌하고 좋았습니다.
다음에는 저도 한번 가봐야겠네요.
네, 추천해요!
좋습니다.",196
"이 대리님, 아까 공유한 기획안 잘 봤습니다.
아, 그러세요? 부족한 점은 없었는지요?
아니요, 내용 구성이 아주 논리적이고 좋았어요.
다행입니다. 좋게 봐주셔서 정말 감사합니다.
특히 시장 분석 파트가 아주 인상 깊었습니다.
그 부분에 가장 많은 시간을 투자했습니다.
역시요. 정말 고생 많으셨습니다. 수고했어요.
아닙니다. 감사합니다!
네.
좋아요.",197
"최근에 새로 나온 재즈 앨범 들어보셨어요?
아니요, 아직 못 들어봤는데 어떤 앨범인가요?
로라 피지라는 가수의 신보인데 정말 좋아요.
아, 저 그 가수 목소리 정말 좋아하는데요.
그렇군요. 그럼 이번 앨범도 분명 마음에 드실 거예요.
네, 오늘 퇴근길에 바로 한번 들어봐야겠어요.
좋은 정보 알려주셔서 정말 감사합니다.
별말씀을요.
네.
좋아요.",193
"혹시 이 근처에 24시간 운영하는 약국이 있나요?
네, 저기 사거리에서 좌회전하면 바로 하나 있어요.
아, 정말요? 지금 가도 문이 열려 있겠네요?
네, 아마 연중무휴로 계속 운영할 거예요.
다행이다. 급했는데, 정말 감사합니다.
천만에요. 몸이 안 좋으시면 어서 가보세요.
네, 덕분에 걱정을 덜었네요. 고맙습니다.
별말씀을요.
네.
알겠습니다.",194
"이번 주말에 시간 되면 다 같이 식사나 할까요?
와, 좋아요! 제가 맛있는 곳으로 예약할까요?
네, 그래주면 정말 고맙죠. 메뉴는 뭘로 할까요?
오랜만에 다 같이 파스타 먹는 거 어떠세요?
좋아요! 다들 분명히 좋아할 것 같아요.
알겠습니다. 그럼 예약하고 다시 연락드릴게요.
네, 기다리고 있겠습니다. 정말 고마워요.
천만에요.
네!
기대되네요.",194
"김 팀장, 내일 있을 임원 회의 준비는 잘 돼가요?
네, 부장님. 방금 최종 리허설까지 마쳤습니다.
좋아요. 예상 질문에 대한 답변도 다 챙겼겠죠?
네, 물론입니다. 철저하게 준비해 두었습니다.
그래요. 내일 발표는 아주 중요하니 실수하지 말아요.
네, 걱정하지 마십시오. 최선을 다하겠습니다.
좋아요. 믿고 있겠습니다. 수고해줘요.
네, 감사합니다!
네.
알겠습니다.",206
"요즘 들어 날씨가 부쩍 더워진 것 같지 않아요?
네, 맞아요. 벌써 여름이 온 것만 같아요.
이럴 때일수록 시원한 음료를 자주 마셔야 해요.
네, 맞아요. 탈수되지 않게 조심해야죠.
제가 지금 커피 사러 가는데, 뭐 사다 드릴까요?
와, 정말요? 그럼 저는 아이스 라떼 부탁해요.
알겠습니다. 금방 사서 가져다드릴게요.
정말 감사합니다!
네.
좋아요.",196
"박 과장님, 어제 공유해주신 교육 자료 잘 봤습니다.
아, 그래요? 내용이 좀 어렵지는 않았어요?
아니요, 정말 체계적으로 정리가 잘 되어 있었어요.
다행이네요. 이해하는 데 도움이 되셨다니.
네, 덕분에 새로운 업무에 잘 적응할 수 있겠어요.
천만에요. 모르는 건 언제든지 다시 물어보세요.
네, 그 따뜻한 마음에 정말 감사드립니다.
별말씀을요.
네.
좋습니다.",203
"혹시 요즘 재미있게 보고 있는 예능 프로그램 있으세요?
네, 요즘 새로 시작한 여행 예능을 즐겨 보고 있어요.
아, 그거 시청률이 엄청 높던데 재미있나 보네요.
네, 출연진들 케미도 좋고 풍경도 예쁘더라고요.
그렇군요. 저도 오늘부터 한번 챙겨봐야겠네요.
네, 같이 보고 이야기 나누면 더 즐거울 거예요.
좋아요! 추천해주셔서 정말 감사합니다.
천만에요.
네!
알겠습니다.",208
"실례지만, 혹시 명동으로 가려면 여기서 내려야 하나요?
아니요, 여기서 내리시면 안 되고 두 정거장 더 가야 해요.
아, 그렇군요! 제가 잘 몰라서 큰일 날 뻔했네요.
괜찮아요. 다음 역이 시청이니까 헷갈릴 수 있죠.
자세하게 알려주셔서 정말 감사합니다.
별말씀을요. 조심히 잘 찾아가세요.
네, 덕분에 헤매지 않고 잘 내리겠네요.
천만에요.
네.
알겠습니다.",201
"선배님, 지난번에 조언해주신 덕분에 문제가 잘 해결됐어요.
아, 정말? 잘 됐다니 내가 다 기쁘네.
정말 어떻게 해야 할지 막막했는데 정말 큰 힘이 됐어요.
별거 아니야. 앞으로도 힘든 일 있으면 언제든 얘기해.
정말 감사한 마음에 작은 케이크라도 하나 준비했어요.
아니야, 정말 괜찮아. 마음만으로도 충분히 고마워.
부담 갖지 마시고 팀원들과 다 같이 나눠 드세요.
그래, 정말 고맙다.
네!
감사합니다.",227
"친구야, 정말 미안한데 혹시 3만 원만 빌려줄 수 있을까?
응? 무슨 일이야? 돈이 왜 갑자기 필요해?
아니, 내가 사고 싶었던 책이 갑자기 중고로 나와서.
아, 그랬구나. 알았어, 지금 바로 보내줄게.
정말 고마워. 내가 내일 바로 갚을게.
아니야, 괜찮아. 나중에 편할 때 천천히 갚아.
아니야, 약속이니까 내일 꼭 갚도록 할게.
알았어, 그럼.
정말 고마워!
응, 괜찮아.",211
"이번 주말에 날씨 좋으면 같이 공원에 피크닉 갈래?
와, 너무 좋다! 내가 맛있는 샌드위치 싸 갈게.
정말? 그럼 나는 시원한 음료수랑 과일을 챙길게.
좋아! 생각만 해도 정말 신나고 기대된다.
돗자리랑 블루투스 스피커도 잊지 말고 챙기자.
응, 알았어! 내가 그건 꼭 챙겨갈게.
좋아! 그럼 우리 토요일 오전에 만나자.
응, 좋아!
이따 봐!
그래!",196
"새로 출시된 마케팅 툴에 대해서 어떻게 생각하세요?
아, 저도 어제 기사를 봤는데 아주 흥미로웠어요.
네, 저희 업무 효율을 크게 높여줄 수 있을 것 같아요.
맞아요. 도입을 한번 긍정적으로 검토해볼 만해요.
그럼 제가 관련해서 한번 자세하게 알아볼까요?
네, 그렇게 해주면 정말 고맙죠. 잘 부탁해요.
네, 알겠습니다. 정리해서 보고드리겠습니다.
수고해줘요.
네!
좋습니다.",210
"요즘 사무실이 좀 건조하지 않아요? 피부가 당기네요.
네, 맞아요. 그래서 저는 미니 가습기를 하나 샀어요.
와, 정말요? 효과가 좀 있는 편인가요?
네, 확실히 틀어놓으면 주변 공기가 촉촉해져요.
그렇군요. 저도 하나 장만해야겠다는 생각이 드네요.
네, 인터넷에서 싸고 좋은 거 많이 팔더라고요.
좋은 정보 알려주셔서 정말 감사합니다.
별말씀을요.
네.
좋아요.",203
"저기, 혹시 이 근처에 사진 인화할 수 있는 곳이 있을까요?
아, 저기 문구점 보이시죠? 거기서 바로 가능해요.
아, 저기요! 지금 바로 가도 인화할 수 있을까요?
네, 즉석 인화 기계가 있어서 바로 될 거예요.
다행이네요. 급하게 필요했는데, 정말 고맙습니다.
천만에요. 예쁘게 잘 인화하시길 바라요.
네, 정말 감사합니다! 좋은 하루 보내세요.
별말씀을요.
네.
알겠습니다.",211
"과장님, 지난번 부탁하신 시안 수정 작업 완료했습니다.
오, 벌써요? 어디 한번 볼까요. 정말 수고했어요.
네, 말씀해주신 부분 위주로 다시 디자인했습니다.
음, 훨씬 더 깔끔하고 좋아졌네요. 마음에 들어요.
다행입니다. 그렇게 말씀해주시니 정말 기쁘네요.
이대로 진행하면 분명 좋은 결과가 있을 거예요.
감사합니다. 더 열심히 하겠습니다.
수고했어요.
네!
좋습니다.",206
"박 대리, 아까 공유해준 엑셀 파일이 열리지 않네.
네, 팀장님? 죄송합니다. 제가 바로 다시 확인하겠습니다.
응, 파일이 손상된 것 같으니 한번 다시 저장해줘.
네, 알겠습니다. 다른 이름으로 저장해서 다시 보내겠습니다.
그래, 그렇게 해줘요. 오늘 중으로 확인해야 하거든.
네, 5분 내로 바로 처리해서 다시 보고드리겠습니다.
좋아요. 수고해줘요.
네! 죄송합니다.
네.
알겠습니다.",216
"요즘 퇴근하고 집에 가면 너무 피곤해서 아무것도 못 하겠어.
맞아요. 저도 그래요. 그냥 바로 눕게 되더라고요.
이러면 안 되는데, 하면서도 몸이 따라주질 않네요.
우리 너무 자책하지 말고, 그럴 땐 그냥 푹 쉬어요.
응, 네 말이 맞는 것 같아. 휴식도 중요하니까.
그럼요. 내일을 위해서 재충전하는 시간이라고 생각해요.
응, 조언 고마워. 네 덕분에 마음이 좀 편해졌어.
별말씀을.
응.
힘내자.",223
"이번에 새로 나온 노트북, 성능이 아주 괜찮던데요?
네, 맞아요. 저도 어제 매장에서 직접 보고 왔어요.
디자인도 정말 깔끔하고 무게도 가벼워서 좋더라고요.
네, 휴대성이 좋아서 저도 정말 탐이 났습니다.
그래서 말인데, 우리 팀에도 몇 대 교체 건의해볼까요?
와, 정말요? 그렇게 해주시면 너무 좋죠.
제가 관련해서 품의서 한번 작성해 보겠습니다.
네, 기대하겠습니다!
네.
좋습니다.",216
"오늘 점심은 뭐 먹을까요? 맛있는 거 추천해주세요.
음, 오늘은 저기 새로 생긴 쌀국수집 어떠세요?
와, 좋아요! 저도 거기 한번 가보고 싶었는데.
네, 후기를 보니까 국물이 정말 진하고 맛있대요.
좋아요! 그럼 우리 오늘 점 ",127
"김 과장님, 지난번 요청드린 데이터 분석은 잘 되어가나요?
네, 이 대리님. 거의 다 됐고 지금 마지막 검토 중입니다.
아, 정말요? 생각보다 일찍 마무리되었네요.
네, 서둘러서 정리했습니다. 곧 공유해 드릴게요.
네, 감사합니다. 덕분에 다음 업무를 빨리 시작하겠어요.
별말씀을요. 도움이 되셨다니 다행이네요.
다음에도 어려운 일 있으면 꼭 부탁드리겠습니다.
네, 언제든지요.
네.
고맙습니다.",221
"요즘 역사 드라마에 푹 빠져서 시간 가는 줄 모르겠어요.
아, 정말요? 어떤 시대의 드라마를 보고 계세요?
고려 시대를 배경으로 한 사극인데 정말 재밌어요.
와, 저도 사극 정말 좋아하는데 제목이 뭔가요?
'천추태후'라는 드라마인데, 정말 추천합니다.
그렇군요. 저도 오늘부터 한번 챙겨봐야겠네요.
네, 분명히 푹 빠져서 보게 되실 거예요.
좋은 작품 알려주셔서 감사합니다.
네.
좋아요.",217
"혹시 이 복합기에서 스캔하는 방법 좀 알려주실 수 있나요?
네, 그럼요. 제가 바로 옆에서 알려드릴게요.
어떻게 하는지 몰라서 계속 버튼만 누르고 있었어요.
우선 여기에 스캔할 문서를 올려놓으시면 돼요.
아하, 여기에 올려두고 시작 버튼을 누르면 되는군요.
네, 맞아요. 아주 간단하죠? 다 됐네요.
와, 덕분에 금방 해결했네요. 정말 고맙습니다.
천만에요.
네.
좋아요.",208
"다음 주에 친구들이랑 다 같이 강릉으로 여행 가기로 했어.
와, 정말 좋겠다! 바다 보러 가는 거야?
응, 오랜만에 다 같이 바다도 보고 맛있는 것도 먹으려고.
생각만 해도 정말 신난다. 사진 많이 찍어와.
응, 당연하지! 너한테 제일 먼저 보여줄게.
좋아! 가서 맛있는 거 많이 먹고 힐링하고 와.
응, 고마워! 너를 위한 선물도 사 올게.
정말? 고마워!
응!
기대된다!",209
"최 팀장님, 이번 신제품 런칭 성과가 아주 좋습니다.
정말? 다행이네. 다들 고생해준 덕분이지.
특히 팀장님의 런칭 전략이 정말 효과적이었습니다.
아니야. 팀원들이 아이디어를 많이 내준 덕분이지.
정말 고생 많으셨습니다. 앞으로가 더 기대됩니다.
그래, 이 기세를 몰아서 계속해서 잘해봅시다.
네, 알겠습니다! 정말 자랑스럽습니다.
다들 수고했어요.
네.
감사합니다.",205
"요즘 들어 잠을 잘 못 자서 그런지 계속 피곤하네요.
어떡해요. 혹시 무슨 걱정거리라도 있으세요?
아니요, 그런 건 아닌데 그냥 생각이 많아져서요.
그럴 땐 잠시 산책하면서 머리를 식히는 게 좋대요.
네, 오늘 저녁에는 한번 그렇게 해봐야겠어요.
네, 분명 도움이 될 거예요. 너무 걱정하지 마세요.
응, 신경 써줘서 정말 고마워. 힘이 되네.
별말씀을요.
네.
좋아요.",207
"박 대리님, 어제 워크숍 때 찍은 사진들 좀 보내주세요.
아, 네, 과장님! 지금 바로 메일로 보내드릴게요.
그래요. 사진이 정말 잘 나왔다고 다들 칭찬하더라고요.
네, 다들 즐거워 보여서 저도 찍으면서 기분이 좋았어요.
역시 박 대리님 사진 실력은 정말 대단해요.
아닙니다. 좋게 봐주시니 그저 감사할 따름입니다.
덕분에 좋은 추억을 남기게 됐네요. 고마워요.
천만에요.
네.
좋습니다.",217
"혹시 최근에 나온 책 중에 추천해주실 만한 거 있으세요?
음, 저는 요즘 추리 소설을 다시 읽고 있어요.
와, 그러세요? 어떤 작가의 책을 가장 좋아하세요?
저는 히가시노 게이고의 작품들을 정말 좋아해요.
아, 저도 그분 책 정말 좋아하는데! 반갑네요.
그러게요. 역시 취향이 비슷하네요. 신기해요.
다음에 또 다른 재미있는 책 있으면 공유해주세요.
네, 좋아요!
네.
좋습니다.",212
